date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202120,BS,female,8224,sex,100847,59904,8.15,59.4,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.542,54.2
202121,BS,female,8101,sex,100847,68005,8.03,67.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.526,52.6
202122,BS,female,10611,sex,100847,78616,10.52,77.96,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.524,52.400000000000006
202123,BS,female,6895,sex,100847,85511,6.84,84.79,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.5,50
202124,BS,female,6552,sex,100847,92063,6.5,91.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.496,49.6
202052,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202101,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202102,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202103,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202104,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202105,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202106,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202107,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202108,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202109,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202110,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202111,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202112,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202113,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202114,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202115,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202116,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202117,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202118,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202119,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202120,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202121,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202122,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202123,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202124,BS,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202052,FL,male,0,sex,19215,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,FL,male,0,sex,19215,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202101,FL,male,5,sex,19215,5,0.03,0.03,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.833,83.3
202102,FL,male,3,sex,19215,8,0.02,0.04,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.6,60
202103,FL,male,94,sex,19215,102,0.49,0.53,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.283,28.299999999999997
202104,FL,male,138,sex,19215,240,0.72,1.25,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.277,27.700000000000003
202105,FL,male,3,sex,19215,243,0.02,1.26,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.6,60
202106,FL,male,93,sex,19215,336,0.48,1.75,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.284,28.4
202107,FL,male,257,sex,19215,593,1.34,3.09,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.401,40.1
202108,FL,male,297,sex,19215,890,1.55,4.63,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.378,37.8
202109,FL,male,240,sex,19215,1130,1.25,5.88,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.455,45.5
202110,FL,male,310,sex,19215,1440,1.61,7.49,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.476,47.599999999999994
202111,FL,male,250,sex,19215,1690,1.3,8.8,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.426,42.6
202112,FL,male,535,sex,19215,2225,2.78,11.58,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.476,47.599999999999994
202113,FL,male,472,sex,19215,2697,2.46,14.04,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.465,46.5
202114,FL,male,420,sex,19215,3117,2.19,16.22,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.462,46.2
202115,FL,male,755,sex,19215,3872,3.93,20.15,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.522,52.2
202116,FL,male,1348,sex,19215,5220,7.02,27.17,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.519,51.9
202117,FL,male,786,sex,19215,6006,4.09,31.26,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.51,51
202118,FL,male,637,sex,19215,6643,3.32,34.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.465,46.5
202119,FL,male,1034,sex,19215,7677,5.38,39.95,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.526,52.6
202120,FL,male,1427,sex,19215,9104,7.43,47.38,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.52,52
202121,FL,male,1132,sex,19215,10236,5.89,53.27,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.514,51.4
202122,FL,male,1367,sex,19215,11603,7.11,60.39,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.493,49.3
202123,FL,male,1480,sex,19215,13083,7.7,68.09,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.515,51.5
202124,FL,male,1471,sex,19215,14554,7.66,75.74,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.524,52.400000000000006
202052,FL,female,0,sex,19532,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,FL,female,0,sex,19532,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202101,FL,female,1,sex,19532,1,0.01,0.01,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.167,16.7
202102,FL,female,2,sex,19532,3,0.01,0.02,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.4,40
202103,FL,female,238,sex,19532,241,1.22,1.23,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.717,71.7
202104,FL,female,360,sex,19532,601,1.84,3.08,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.723,72.3
202105,FL,female,2,sex,19532,603,0.01,3.09,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.4,40
202106,FL,female,235,sex,19532,838,1.2,4.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.716,71.6
202107,FL,female,384,sex,19532,1222,1.97,6.26,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.599,59.9
202108,FL,female,489,sex,19532,1711,2.5,8.76,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.622,62.2
202109,FL,female,287,sex,19532,1998,1.47,10.23,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.545,54.50000000000001
202110,FL,female,341,sex,19532,2339,1.75,11.98,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.524,52.400000000000006
202111,FL,female,337,sex,19532,2676,1.73,13.7,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.574,57.4
202112,FL,female,589,sex,19532,3265,3.02,16.72,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.524,52.400000000000006
202113,FL,female,542,sex,19532,3807,2.77,19.49,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.535,53.5
202114,FL,female,490,sex,19532,4297,2.51,22,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.538,53.800000000000004
202115,FL,female,691,sex,19532,4988,3.54,25.54,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.478,47.8
202116,FL,female,1249,sex,19532,6237,6.39,31.93,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.481,48.1
202117,FL,female,755,sex,19532,6992,3.87,35.8,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.49,49
202118,FL,female,734,sex,19532,7726,3.76,39.56,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.535,53.5
202119,FL,female,930,sex,19532,8656,4.76,44.32,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.474,47.4
202120,FL,female,1318,sex,19532,9974,6.75,51.06,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.48,48
202121,FL,female,1071,sex,19532,11045,5.48,56.55,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.486,48.6
202122,FL,female,1406,sex,19532,12451,7.2,63.75,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.507,50.7
202123,FL,female,1394,sex,19532,13845,7.14,70.88,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.485,48.5
202124,FL,female,1337,sex,19532,15182,6.85,77.73,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.476,47.599999999999994
202052,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202101,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202102,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202103,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202104,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202105,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202106,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202107,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202108,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202109,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202110,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202111,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202112,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202113,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202114,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202115,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202116,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202117,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202118,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202119,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202120,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202121,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202122,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202123,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202124,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202052,FR,male,0,sex,161153,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,FR,male,210,sex,161153,210,0.13,0.13,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.289,28.9
202101,FR,male,136,sex,161153,346,0.08,0.21,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.257,25.7
202102,FR,male,420,sex,161153,766,0.26,0.48,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.321,32.1
202103,FR,male,1461,sex,161153,2227,0.91,1.38,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.437,43.7
202104,FR,male,1268,sex,161153,3495,0.79,2.17,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.414,41.4
202105,FR,male,1982,sex,161153,5477,1.23,3.4,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.434,43.4
202106,FR,male,2359,sex,161153,7836,1.46,4.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.458,45.800000000000004
202107,FR,male,2836,sex,161153,10672,1.76,6.62,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.474,47.4
202108,FR,male,2939,sex,161153,13611,1.82,8.45,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.497,49.7
202109,FR,male,3231,sex,161153,16842,2,10.45,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.454,45.4
202110,FR,male,1669,sex,161153,18511,1.04,11.49,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.478,47.8
202111,FR,male,1357,sex,161153,19868,0.84,12.33,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.496,49.6
202112,FR,male,3305,sex,161153,23173,2.05,14.38,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.494,49.4
202113,FR,male,3815,sex,161153,26988,2.37,16.75,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.491,49.1
202114,FR,male,4005,sex,161153,30993,2.49,19.23,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.484,48.4
202115,FR,male,3964,sex,161153,34957,2.46,21.69,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.466,46.6
202116,FR,male,3074,sex,161153,38031,1.91,23.6,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.442,44.2
202117,FR,male,3437,sex,161153,41468,2.13,25.73,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.419,41.9
202118,FR,male,7283,sex,161153,48751,4.52,30.25,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.49,49
202119,FR,male,7943,sex,161153,56694,4.93,35.18,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.509,50.9
202120,FR,male,7810,sex,161153,64504,4.85,40.03,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.489,48.9
202121,FR,male,7661,sex,161153,72165,4.75,44.78,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.49,49
202122,FR,male,8254,sex,161153,80419,5.12,49.9,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.482,48.199999999999996
202123,FR,male,11761,sex,161153,92180,7.3,57.2,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.511,51.1
202124,FR,male,13182,sex,161153,105362,8.18,65.38,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.528,52.800000000000004
202052,FR,female,0,sex,160630,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,FR,female,516,sex,160630,516,0.32,0.32,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.711,71.1
202101,FR,female,394,sex,160630,910,0.25,0.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.743,74.3
202102,FR,female,887,sex,160630,1797,0.55,1.12,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.679,67.9
202103,FR,female,1881,sex,160630,3678,1.17,2.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.563,56.3
202104,FR,female,1796,sex,160630,5474,1.12,3.41,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.586,58.599999999999994
202105,FR,female,2589,sex,160630,8063,1.61,5.02,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.566,56.599999999999994
202106,FR,female,2795,sex,160630,10858,1.74,6.76,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.542,54.2
202107,FR,female,3153,sex,160630,14011,1.96,8.72,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.526,52.6
202108,FR,female,2971,sex,160630,16982,1.85,10.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.503,50.3
202109,FR,female,3880,sex,160630,20862,2.42,12.99,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.546,54.6
202110,FR,female,1821,sex,160630,22683,1.13,14.12,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.522,52.2
202111,FR,female,1379,sex,160630,24062,0.86,14.98,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.504,50.4
202112,FR,female,3383,sex,160630,27445,2.11,17.09,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.506,50.6
202113,FR,female,3956,sex,160630,31401,2.46,19.55,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.509,50.9
202114,FR,female,4278,sex,160630,35679,2.66,22.21,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.516,51.6
202115,FR,female,4549,sex,160630,40228,2.83,25.04,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.534,53.400000000000006
202116,FR,female,3877,sex,160630,44105,2.41,27.46,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.558,55.800000000000004
202117,FR,female,4774,sex,160630,48879,2.97,30.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.581,58.099999999999994
202118,FR,female,7587,sex,160630,56466,4.72,35.15,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.51,51
202119,FR,female,7648,sex,160630,64114,4.76,39.91,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.491,49.1
202120,FR,female,8155,sex,160630,72269,5.08,44.99,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.511,51.1
202121,FR,female,7960,sex,160630,80229,4.96,49.95,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.51,51
202122,FR,female,8863,sex,160630,89092,5.52,55.46,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.518,51.800000000000004
202123,FR,female,11252,sex,160630,100344,7,62.47,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.489,48.9
202124,FR,female,11773,sex,160630,112117,7.33,69.8,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.472,47.199999999999996
202052,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202101,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202102,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202103,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202104,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202105,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202106,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202107,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202108,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202109,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202110,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202111,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202112,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202113,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202114,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202115,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202116,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202117,FR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202118,FR,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202119,FR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202120,FR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202121,FR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202122,FR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202123,FR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202124,FR,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0,0
202052,GE,male,0,sex,244184,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,NA,NA
202053,GE,male,26,sex,244184,26,0.01,0.01,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.456,45.6
202101,GE,male,1244,sex,244184,1270,0.51,0.52,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.484,48.4
202102,GE,male,1993,sex,244184,3263,0.82,1.34,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.441,44.1
202103,GE,male,2048,sex,244184,5311,0.84,2.17,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.434,43.4
202104,GE,male,2719,sex,244184,8030,1.11,3.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.468,46.800000000000004
202105,GE,male,2589,sex,244184,10619,1.06,4.35,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.473,47.3
202106,GE,male,3509,sex,244184,14128,1.44,5.79,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.416,41.6
202107,GE,male,3605,sex,244184,17733,1.48,7.26,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.418,41.8
202108,GE,male,4372,sex,244184,22105,1.79,9.05,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.428,42.8
202109,GE,male,4874,sex,244184,26979,2,11.05,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.458,45.800000000000004
202110,GE,male,4059,sex,244184,31038,1.66,12.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.422,42.199999999999996
202111,GE,male,4961,sex,244184,35999,2.03,14.74,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.445,44.5
202112,GE,male,5537,sex,244184,41536,2.27,17.01,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.4,40
202113,GE,male,5857,sex,244184,47393,2.4,19.41,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.436,43.6
202114,GE,male,5880,sex,244184,53273,2.41,21.82,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.438,43.8
202115,GE,male,7929,sex,244184,61202,3.25,25.06,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.436,43.6
202116,GE,male,12077,sex,244184,73279,4.95,30.01,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.449,44.9
202117,GE,male,11099,sex,244184,84378,4.55,34.56,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.458,45.800000000000004
202118,GE,male,11801,sex,244184,96179,4.83,39.39,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.467,46.7
202119,GE,male,13894,sex,244184,110073,5.69,45.08,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.464,46.400000000000006
202120,GE,male,16751,sex,244184,126824,6.86,51.94,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.467,46.7
202121,GE,male,16984,sex,244184,143808,6.96,58.89,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.472,47.199999999999996
202122,GE,male,19034,sex,244184,162842,7.79,66.69,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.492,49.2
202123,GE,male,19083,sex,244184,181925,7.82,74.5,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed,0.486,48.6
